0.266074,-0.16562,0.32098,0.483299,0.17234,0.273364,0.371178,0.929823,0.251173,0.159345,0
0.130292,0.870736,-3.210528,0.062493,0.261718,1.43606,1.46594,0.636203,0.282354,0.515587,0
-0.116585,0.069915,0.068476,-0.783147,0.261718,0.439463,-0.081827,-0.888236,-0.123005,0.582939,0
0.031541,0.2976,-3.210528,-0.58359,-0.721442,-0.307984,0.710932,1.051693,0.594169,-0.533994,0
0.229043,0.807926,-0.052442,0.082634,0.261718,0.14879,0.635431,0.051062,0.032902,-0.086652,5
0.117948,-0.220579,-3.210528,-1.623238,0.261718,-0.349509,0.257927,-0.385979,-0.247731,-0.33131,0
0.389513,-0.220579,-3.210528,-2.624155,0.261718,-0.764757,0.484429,-0.59751,-0.372457,-0.810261,0
0.019197,-0.040001,0.288973,-0.042597,0.261718,-1.013906,0.069175,0.890701,0.095265,-0.842014,5
0.500607,0.140576,0.388552,-0.637358,0.261718,-0.681707,0.295677,0.931046,0.500624,-0.642297,7
-0.252367,0.069915,0.246296,0.52355,0.261718,-1.22153,0.899684,1.373076,0.62535,-1.40089,4
-0.042522,-2.395356,-3.210528,-1.128463,-0.721442,0.397939,0.257927,-1.167255,-0.060642,0.345537,0
-3.498799,-0.566031,0.139604,-5.440122,0.976743,-0.847807,-1.176589,-2.008078,0.438262,0.009512,8
0.043885,-0.173471,0.285416,-0.775121,0.17234,-0.391033,0.333428,-1.807711,-0.996086,-0.41085,5
0.15498,0.336855,0.068476,0.021525,0.261718,0.024215,0.031425,0.079292,0.313536,0.125675,0
0.290762,-0.189174,0.079145,-0.085921,0.976743,-1.470679,-0.950086,-0.273525,0.968347,-0.724959,8
0.142636,-0.244132,-3.206971,0.165524,0.887365,-2.093552,-0.874585,-2.69449,-3.334697,-1.399407,8
-0.00549,-0.322644,0.100483,-0.519439,0.261718,-0.307984,0.069175,-0.574114,0.282354,-0.182852,0
-0.301743,-0.314793,0.399221,0.77052,0.708609,0.564038,-1.32759,0.004193,0.750076,1.649058,11
-0.091897,0.2976,0.079145,0.196496,0.261718,-0.183409,0.220177,0.305093,-0.278912,-0.163443,5
-0.091897,-0.220579,0.274747,0.567174,-0.185173,0.730137,0.031425,-0.396638,-0.403638,0.770625,0
-0.00549,0.478177,0.029355,-0.247644,0.17234,1.062336,0.333428,-0.670454,0.095265,0.902376,0
0.438888,0.195534,0.14316,-0.809435,0.261718,-1.138481,-0.232828,-0.087894,-0.278912,-0.802015,5
0.364825,-0.047852,-0.038216,0.327813,0.261718,0.439463,0.484429,-0.964306,-0.933723,0.232267,0
-0.054866,-0.220579,0.466793,-0.21697,0.17234,-0.930856,0.446679,0.634922,0.313536,-0.942674,3
0.290762,0.077766,0.118265,0.275805,0.261718,-0.432558,0.031425,0.676859,-0.091823,-0.293988,5
0.105604,-0.087108,0.367214,1.522618,0.261718,1.186911,0.635431,0.574967,0.656532,0.81758,0
-0.030178,0.022808,0.157386,-0.771451,0.261718,1.062336,0.182426,-1.21723,-0.185368,0.981553,7
-0.252367,-0.008597,-2.044028,0.342613,0.351096,-0.307984,0.220177,1.240469,2.090879,-0.295362,10
0.290762,-0.189174,0.079145,-0.085921,0.976743,-0.930856,-1.101088,0.495694,1.68552,-0.087857,8
0.25373,0.336855,0.086258,-0.979571,0.261718,-1.055431,0.144676,-0.626478,0.064084,-0.896238,6
0.463576,0.109171,0.224957,-1.411178,0.261718,0.06574,0.257927,0.468454,0.282354,0.050018,0
-0.215336,-0.142067,0.096927,-0.184417,0.261718,-1.263055,0.144676,-2.579706,-2.087438,-1.101669,4
-0.314087,0.164129,0.200063,0.132493,0.261718,-0.930856,0.144676,-0.899478,-0.746634,-0.802015,4
-0.128929,-0.134216,0.264078,0.430695,0.261718,-0.10036,0.182426,0.363824,-0.154186,-0.063434,5
0.241386,-0.157769,0.338762,-1.203923,0.261718,-0.058835,0.182426,1.066119,0.344717,-0.03555,0
-0.030178,-0.220579,0.242739,1.988271,0.17234,-0.224934,0.182426,1.346147,-0.091823,-0.173894,0
0.241386,-0.126364,0.417003,0.096091,0.17234,-0.515608,-2.724356,1.342012,0.812439,-2.088249,0
-0.252367,0.069915,0.246296,0.52355,0.261718,-0.806282,-0.044076,1.485336,1.093072,-0.588627,4
0.327793,-2.426761,0.008017,-0.54498,-0.006417,-0.432558,0.484429,0.070477,0.18881,-0.528713,0
0.15498,-0.330495,0.299642,-0.333637,0.082961,-0.723232,0.182426,0.536505,0.095265,-0.629,5
-0.264711,-0.275537,0.384996,1.343918,0.261718,0.356414,0.220177,-0.647699,-1.183175,0.323223,0
0.809204,-0.291239,0.036468,-0.399281,0.976743,-0.640182,-1.32759,-0.172274,1.03071,0.33488,8
0.031541,0.2976,-3.210528,-0.58359,-0.721442,0.397939,0.069175,0.092921,0.095265,0.437855,0
-0.277055,0.030659,0.441898,0.131866,0.17234,0.190314,0.069175,0.032986,-0.528364,0.255847,3
-0.215336,0.776522,0.502357,-1.289141,-0.721442,2.29424,0.245343,-0.526178,0.168022,2.058776,0
0.130292,-0.024299,0.246296,0.121006,0.082961,0.14879,0.408929,0.219723,-0.372457,0.026486,0
0.056229,0.533135,0.185837,0.882801,0.261718,0.107265,0.597681,0.792167,0.126447,-0.125915,0
-0.240024,-0.424709,0.089814,1.094532,0.261718,1.560634,0.144676,0.39355,0.344717,1.461673,0
-0.06721,-0.275537,0.253409,0.371526,-1.078955,1.311485,0.106925,-0.523926,0.001721,1.242933,0
0.15498,-0.385453,0.381439,0.314237,0.261718,0.14879,-0.044076,0.231431,-0.341275,0.284405,5
0.019197,0.038511,0.19295,0.323367,0.261718,0.231839,0.031425,0.313558,0.251173,0.319293,5
0.204355,-0.275537,0.360101,-0.278884,0.261718,0.024215,0.182426,-0.656668,-0.590727,0.041422,0
-0.00549,0.054213,0.32098,0.804804,0.17234,-0.10036,-0.42158,0.341225,1.498432,0.306551,10
-0.054866,0.179832,0.239183,-1.170087,0.261718,0.14879,0.446679,1.20787,0.687713,0.014165,4
-0.277055,0.038511,0.42056,3.987152,0.17234,-0.141884,-3.177361,1.869684,0.905984,0.221755,10
0.500607,0.140576,0.388552,-0.637358,0.261718,-2.716425,-1.063338,-0.899594,-3.490604,-1.947506,7
0.25373,-2.426761,0.352988,-0.05119,-0.095795,-0.557133,-0.232828,0.920134,-0.029461,-0.255255,0
-0.277055,-0.251983,-3.203415,1.957926,0.261718,2.308081,0.446679,1.932842,1.68552,2.012761,10
-3.412392,0.148427,0.438342,-1.047781,-3.22403,-0.183409,-0.38383,1.7177,-0.684271,0.170907,4
0.809204,-0.16562,0.025799,0.712127,0.887365,-1.055431,-1.554093,0.54299,1.623157,0.03754,8
0.364825,-0.149918,0.171611,0.04277,0.261718,-0.307984,0.106925,0.456805,-0.310094,-0.207975,5
0.09326,0.148427,0.171611,0.970704,0.17234,2.72333,-2.799857,-1.515043,-1.058449,0.044906,0
-0.770809,-0.110662,0.328093,0.26205,0.17234,0.314889,0.069175,-0.358759,0.469443,0.369913,3
0.006853,0.077766,0.342319,-0.12859,0.261718,-0.349509,-0.081827,0.319732,0.032902,-0.1402,5
-0.289399,0.093469,0.402778,-0.087353,-1.436467,0.231839,0.257927,0.522623,0.095265,0.218741,4
-2.215039,-0.29909,0.352988,0.054854,-1.704602,1.43606,0.55993,-0.744892,0.001721,1.078163,0
-0.00549,0.486028,0.118265,0.446569,0.261718,-0.141884,0.55993,0.293774,0.282354,-0.272301,6
0.031541,0.140576,0.399221,-0.817372,0.261718,-0.640182,0.446679,0.80236,0.750076,-0.679752,7
0.47592,-0.283388,0.107596,0.080127,0.976743,-1.22153,-1.25209,-0.519635,1.46725,-0.323945,8
0.142636,-1.916434,-0.023991,-0.504341,0.261718,0.480988,0.333428,0.893788,0.531806,0.373456,0
0.130292,-0.212727,0.324537,0.386474,0.261718,0.439463,0.144676,-0.650786,-0.154186,0.445257,5
-3.498799,0.486028,0.139604,-5.440122,-0.006417,0.14879,0.635431,0.038073,-2.430434,-0.090437,0
0.31545,0.517433,-0.002652,-2.543473,0.261718,-1.055431,0.031425,0.197415,-0.278912,-0.862508,5
0.056229,-0.087108,0.089814,1.312409,0.082961,-0.930856,0.220177,-1.857317,-1.869167,-0.824775,0
-2.215039,-0.173471,3.941399,-1.56941,-2.509005,-3.173198,-5.706639,2.59782,-3.303515,-4.782908,0
0.15498,0.140576,0.228514,0.766134,-1.257711,0.813187,0.52218,0.069293,-0.247731,0.553825,0
0.229043,-0.016448,0.317424,-0.526838,0.261718,-0.474083,0.333428,-0.716527,0.001721,-0.478696,5
-3.498799,0.203385,0.95402,-2.222565,-4.922215,-1.802878,-3.290612,-1.65231,-2.492797,-2.8219,0
-3.498799,0.745117,0.150273,0.685183,-4.922215,-0.349509,0.52218,1.299725,-2.305708,-0.463688,0
-0.017834,0.336855,0.235627,-0.511144,-0.81082,0.688613,0.673182,-1.170167,-0.43482,0.355266,6
-0.16596,-0.267686,0.256965,0.051662,0.261718,0.522513,-1.214339,-1.151082,-0.933723,1.43062,0
0.562327,-0.000745,-3.210528,-2.832246,0.261718,-0.474083,0.371178,-0.288941,-0.154186,-0.500516,0
0.043885,0.274046,0.182281,0.095763,0.261718,2.432656,0.295677,-2.03524,-1.557353,2.135989,5
0.130292,-1.649494,-3.210528,-2.636061,-2.419627,0.231839,0.673182,-1.340324,-2.33689,-0.036322,0
-0.881904,-1.947839,0.217845,2.046336,0.17234,1.519109,1.352689,-0.082419,1.872609,0.678138,10
0.15498,-0.236281,0.01513,0.558909,0.17234,0.480988,-0.006326,0.330799,0.219991,0.575669,0
0.512951,-0.306942,0.061363,1.371548,0.976743,-0.723232,-1.25209,0.870372,1.093072,0.210194,8
-0.00549,-0.259834,0.367214,-0.156667,0.261718,-0.432558,-0.34608,0.103755,0.064084,-0.064133,5
0.019197,0.038511,0.19295,0.323367,0.261718,0.273364,0.106925,-0.216735,-0.091823,0.316749,5
-2.449572,4.835583,0.352988,0.048976,-2.419627,-0.930856,0.295677,2.7333,-2.866974,-0.876672,0
-0.141273,0.729415,0.079145,0.151709,0.261718,-0.349509,0.295677,0.269757,0.032902,-0.354456,5
-0.696746,-0.055704,-3.210528,0.628849,0.261718,0.356414,-0.157328,1.036763,0.064084,0.539673,9
-0.06721,-0.43256,-3.210528,-0.875108,0.17234,-0.01731,-0.157328,-1.053461,-0.091823,0.196487,0
0.09326,0.423218,0.022242,-0.203782,0.082961,0.813187,-0.157328,-0.724623,-1.245538,0.921278,0
